Time_taken, Dev_set_loss, Train_set_loss, Train_loss, Context_length, Embedding_dim, Hidden_neurons
26.33 seconds, 2.6826045513153076, 2.6856541633605957, 3.0624618530273438, 1, 14, 50
26.47 seconds, 2.621382236480713, 2.626884937286377, 2.6655101776123047, 1, 14, 100
26.63 seconds, 2.6520628929138184, 2.6470694541931152, 2.5902163982391357, 1, 14, 150
26.80 seconds, 2.6784722805023193, 2.6718358993530273, 2.5622220039367676, 1, 14, 200
26.98 seconds, 2.6658904552459717, 2.653061628341675, 2.811528205871582, 1, 14, 250
27.19 seconds, 2.6609396934509277, 2.648106575012207, 2.6825063228607178, 1, 14, 300
27.41 seconds, 2.640754222869873, 2.624685764312744, 2.4398586750030518, 1, 14, 350
27.64 seconds, 2.736527919769287, 2.6901235580444336, 2.373281717300415, 1, 14, 400
27.88 seconds, 2.6392929553985596, 2.6367907524108887, 2.821535587310791, 1, 14, 450
28.24 seconds, 2.6811447143554688, 2.665411949157715, 2.6512136459350586, 1, 14, 500
28.36 seconds, 2.688701868057251, 2.6781609058380127, 2.7905843257904053, 1, 15, 50
28.50 seconds, 2.691588878631592, 2.672820568084717, 2.7468812465667725, 1, 15, 100
28.75 seconds, 2.6325063705444336, 2.632791042327881, 2.187329053878784, 1, 15, 150
28.92 seconds, 2.627652406692505, 2.629857301712036, 3.4350414276123047, 1, 15, 200
29.12 seconds, 2.6743557453155518, 2.666872262954712, 3.423906087875366, 1, 15, 250
29.36 seconds, 2.697023868560791, 2.680020809173584, 2.6368324756622314, 1, 15, 300
29.60 seconds, 2.699808359146118, 2.6687583923339844, 2.695160388946533, 1, 15, 350
29.86 seconds, 2.7091500759124756, 2.697714328765869, 3.30824613571167, 1, 15, 400
30.12 seconds, 2.6334567070007324, 2.6408398151397705, 2.361032247543335, 1, 15, 450
30.41 seconds, 2.6634254455566406, 2.655360460281372, 2.6697511672973633, 1, 15, 500
30.56 seconds, 2.6793110370635986, 2.684351682662964, 2.8336939811706543, 1, 16, 50
30.71 seconds, 2.663999319076538, 2.662424087524414, 2.583181381225586, 1, 16, 100
30.86 seconds, 2.674884080886841, 2.6711008548736572, 2.893059730529785, 1, 16, 150
31.03 seconds, 2.649331569671631, 2.650775194168091, 2.388662815093994, 1, 16, 200
31.22 seconds, 2.668490409851074, 2.6727452278137207, 2.866987705230713, 1, 16, 250
31.45 seconds, 2.720362424850464, 2.7018039226531982, 2.3719935417175293, 1, 16, 300
31.68 seconds, 2.6783266067504883, 2.677262544631958, 2.5527312755584717, 1, 16, 350
31.93 seconds, 2.7093400955200195, 2.6867849826812744, 2.4713709354400635, 1, 16, 400
32.19 seconds, 2.626329183578491, 2.6248230934143066, 4.00305700302124, 1, 16, 450
32.44 seconds, 2.738893747329712, 2.7087533473968506, 2.838581085205078, 1, 16, 500
32.56 seconds, 2.7135415077209473, 2.7187085151672363, 3.1062021255493164, 1, 17, 50
32.69 seconds, 2.6685049533843994, 2.6713778972625732, 2.691373825073242, 1, 17, 100
32.85 seconds, 2.7306699752807617, 2.721698522567749, 2.4768073558807373, 1, 17, 150
33.01 seconds, 2.722306489944458, 2.7138419151306152, 2.656973361968994, 1, 17, 200
33.19 seconds, 2.754026174545288, 2.7384214401245117, 2.8365960121154785, 1, 17, 250
33.38 seconds, 2.6797263622283936, 2.6717770099639893, 2.2646515369415283, 1, 17, 300
33.60 seconds, 2.6681969165802, 2.6614677906036377, 2.7925755977630615, 1, 17, 350
33.80 seconds, 2.6998496055603027, 2.698934316635132, 2.715726852416992, 1, 17, 400
34.06 seconds, 2.675926685333252, 2.6727569103240967, 2.4742319583892822, 1, 17, 450
34.34 seconds, 2.7613770961761475, 2.7426917552948, 2.1926889419555664, 1, 17, 500
34.46 seconds, 2.671064853668213, 2.664482831954956, 2.792527198791504, 1, 18, 50
34.59 seconds, 2.6707022190093994, 2.6567559242248535, 2.4806933403015137, 1, 18, 100
34.74 seconds, 2.6581361293792725, 2.6471526622772217, 2.1913485527038574, 1, 18, 150
34.90 seconds, 2.6298608779907227, 2.626678705215454, 2.6095352172851562, 1, 18, 200
35.07 seconds, 2.716186285018921, 2.6986498832702637, 3.540863037109375, 1, 18, 250
35.28 seconds, 2.761495351791382, 2.740273952484131, 3.738109588623047, 1, 18, 300
35.52 seconds, 2.739328622817993, 2.7327880859375, 2.4346823692321777, 1, 18, 350
35.77 seconds, 2.7093751430511475, 2.6957309246063232, 2.5388636589050293, 1, 18, 400
36.02 seconds, 2.650545597076416, 2.6527397632598877, 2.916259765625, 1, 18, 450
36.27 seconds, 2.7565855979919434, 2.7328457832336426, 2.54203724861145, 1, 18, 500
36.39 seconds, 2.7705893516540527, 2.7650132179260254, 3.134982109069824, 1, 19, 50
36.52 seconds, 2.6518657207489014, 2.6533961296081543, 3.494690179824829, 1, 19, 100
36.67 seconds, 2.697831869125366, 2.699174642562866, 2.181654214859009, 1, 19, 150
36.84 seconds, 2.705615997314453, 2.7045352458953857, 2.4915664196014404, 1, 19, 200
37.04 seconds, 2.6796340942382812, 2.661818504333496, 2.3807120323181152, 1, 19, 250
37.26 seconds, 2.704353094100952, 2.721773862838745, 2.730212450027466, 1, 19, 300
37.47 seconds, 2.7091221809387207, 2.702471971511841, 2.9532647132873535, 1, 19, 350
37.68 seconds, 2.6862521171569824, 2.6773788928985596, 3.1473920345306396, 1, 19, 400
38.05 seconds, 2.788654088973999, 2.771817445755005, 3.236163377761841, 1, 19, 450
38.34 seconds, 2.694934844970703, 2.7058937549591064, 2.556980848312378, 1, 19, 500
0.31 seconds, 2.6788785457611084, 2.679863214492798, 2.6701226234436035, 2, 1, 50
0.44 seconds, 2.6880135536193848, 2.69012713432312, 2.5975990295410156, 2, 1, 100
0.61 seconds, 2.6773104667663574, 2.672901153564453, 2.6636505126953125, 2, 1, 150
0.79 seconds, 2.6734347343444824, 2.677264928817749, 2.4782750606536865, 2, 1, 200
0.99 seconds, 2.6012094020843506, 2.6060354709625244, 2.4823379516601562, 2, 1, 250
1.21 seconds, 2.6001436710357666, 2.6046721935272217, 2.4869699478149414, 2, 1, 300
1.44 seconds, 2.607748031616211, 2.611677408218384, 2.817138433456421, 2, 1, 350
1.65 seconds, 2.6001200675964355, 2.603260040283203, 2.718754291534424, 2, 1, 400
1.91 seconds, 2.599477767944336, 2.6005373001098633, 2.769038438796997, 2, 1, 450
2.18 seconds, 2.6220498085021973, 2.6258766651153564, 2.575984239578247, 2, 1, 500
2.30 seconds, 2.70446515083313, 2.7064878940582275, 2.6773834228515625, 2, 2, 50
2.43 seconds, 2.7101218700408936, 2.7091872692108154, 2.8086395263671875, 2, 2, 100
2.58 seconds, 2.708662509918213, 2.718320846557617, 2.604740858078003, 2, 2, 150
2.74 seconds, 2.6398820877075195, 2.6343655586242676, 2.8124046325683594, 2, 2, 200
2.91 seconds, 2.7344658374786377, 2.7316863536834717, 2.8297765254974365, 2, 2, 250
3.10 seconds, 2.59019136428833, 2.6040573120117188, 2.631612539291382, 2, 2, 300
