Time_taken, Dev_set_loss, Train_set_loss, Train_loss, Context_length, Embedding_dim, Hidden_neurons
7.89 seconds, 2.9448652267456055, 2.9504551887512207, 3.155163288116455, 4, 5, 50
8.03 seconds, 2.8051259517669678, 2.7961411476135254, 2.718900442123413, 4, 5, 100
8.20 seconds, 3.05993390083313, 3.059544324874878, 3.2071828842163086, 4, 5, 150
8.36 seconds, 2.89518404006958, 2.8756601810455322, 2.5723912715911865, 4, 5, 200
8.55 seconds, 2.883525848388672, 2.896684408187866, 2.4445552825927734, 4, 5, 250
8.76 seconds, 3.0255441665649414, 3.03300142288208, 2.883063554763794, 4, 5, 300
8.98 seconds, 2.8505465984344482, 2.8501477241516113, 3.645750045776367, 4, 5, 350
9.20 seconds, 2.926727533340454, 2.9214107990264893, 2.4956769943237305, 4, 5, 400
9.44 seconds, 3.1219844818115234, 3.109099864959717, 3.2412564754486084, 4, 5, 450
9.76 seconds, 3.3013648986816406, 3.2803049087524414, 3.84030818939209, 4, 5, 500
9.89 seconds, 2.989544153213501, 3.005373239517212, 2.7085039615631104, 4, 6, 50
10.03 seconds, 3.4099860191345215, 3.4076621532440186, 3.4283008575439453, 4, 6, 100
10.19 seconds, 3.1633331775665283, 3.1599209308624268, 2.1458420753479004, 4, 6, 150
10.36 seconds, 3.0981521606445312, 3.079909324645996, 3.3516640663146973, 4, 6, 200
10.54 seconds, 3.023878335952759, 3.028512477874756, 3.3530919551849365, 4, 6, 250
10.73 seconds, 3.0730948448181152, 3.082880735397339, 2.8222203254699707, 4, 6, 300
10.94 seconds, 3.082643985748291, 3.0916695594787598, 2.9351396560668945, 4, 6, 350
11.16 seconds, 3.0388023853302, 3.034358263015747, 2.35260009765625, 4, 6, 400
11.40 seconds, 2.9235854148864746, 2.9022910594940186, 2.471299171447754, 4, 6, 450
11.66 seconds, 3.1436305046081543, 3.1301162242889404, 3.1361324787139893, 4, 6, 500
11.79 seconds, 2.8541781902313232, 2.862208604812622, 2.7806100845336914, 4, 7, 50
11.93 seconds, 3.374040365219116, 3.370150327682495, 3.9238815307617188, 4, 7, 100
12.08 seconds, 3.174407958984375, 3.1605751514434814, 2.6768717765808105, 4, 7, 150
12.25 seconds, 3.516413688659668, 3.524164915084839, 2.698321580886841, 4, 7, 200
12.43 seconds, 3.302515983581543, 3.2748453617095947, 2.9609217643737793, 4, 7, 250
12.62 seconds, 3.014659881591797, 3.0037360191345215, 4.279777526855469, 4, 7, 300
12.83 seconds, 3.453174114227295, 3.428049325942993, 3.7675137519836426, 4, 7, 350
13.05 seconds, 3.9596636295318604, 3.934746742248535, 3.0744192600250244, 4, 7, 400
13.31 seconds, 4.125814914703369, 4.115725994110107, 4.223679065704346, 4, 7, 450
13.56 seconds, 4.218343734741211, 4.20211935043335, 4.670424461364746, 4, 7, 500
13.69 seconds, 3.2929701805114746, 3.2922606468200684, 2.701808452606201, 4, 8, 50
13.82 seconds, 3.5777246952056885, 3.568800210952759, 2.9689900875091553, 4, 8, 100
13.98 seconds, 3.9306740760803223, 3.910201072692871, 4.756572246551514, 4, 8, 150
14.14 seconds, 3.683856248855591, 3.668379306793213, 3.8535733222961426, 4, 8, 200
14.32 seconds, 3.753753423690796, 3.72326397895813, 3.4169440269470215, 4, 8, 250
14.52 seconds, 3.948274850845337, 3.9390335083007812, 4.095473289489746, 4, 8, 300
14.73 seconds, 4.132006645202637, 4.105042934417725, 4.451437950134277, 4, 8, 350
14.99 seconds, 4.143083095550537, 4.104409217834473, 3.574558973312378, 4, 8, 400
15.24 seconds, 4.109695911407471, 4.110108852386475, 2.9657623767852783, 4, 8, 450
15.56 seconds, 4.196295261383057, 4.189002513885498, 4.686803817749023, 4, 8, 500
15.69 seconds, 3.374516010284424, 3.367368221282959, 2.857379674911499, 4, 9, 50
15.83 seconds, 3.963815450668335, 3.9910964965820312, 3.8283557891845703, 4, 9, 100
15.98 seconds, 4.100131988525391, 4.077502250671387, 5.070968151092529, 4, 9, 150
16.15 seconds, 4.333203315734863, 4.301977157592773, 4.487246990203857, 4, 9, 200
16.34 seconds, 4.703912258148193, 4.685169219970703, 4.218305587768555, 4, 9, 250
16.57 seconds, 5.2285237312316895, 5.163042068481445, 6.176745891571045, 4, 9, 300
16.85 seconds, 5.5196213722229, 5.447271347045898, 7.850245475769043, 4, 9, 350
17.07 seconds, 5.488211631774902, 5.454096794128418, 5.789191722869873, 4, 9, 400
17.32 seconds, 5.315234184265137, 5.324347972869873, 3.320772171020508, 4, 9, 450
17.58 seconds, 5.4669904708862305, 5.436053276062012, 3.273571014404297, 4, 9, 500
17.71 seconds, 3.500458002090454, 3.512913703918457, 3.1253397464752197, 4, 10, 50
17.85 seconds, 4.183537483215332, 4.1579484939575195, 5.139508247375488, 4, 10, 100
18.00 seconds, 4.543889045715332, 4.542083740234375, 3.2824723720550537, 4, 10, 150
18.17 seconds, 4.744020938873291, 4.725283622741699, 4.837524890899658, 4, 10, 200
18.35 seconds, 4.96043586730957, 4.949818134307861, 6.9506330490112305, 4, 10, 250
18.56 seconds, 5.305629730224609, 5.260694980621338, 3.7821860313415527, 4, 10, 300
18.78 seconds, 5.050618648529053, 4.986539840698242, 5.2122907638549805, 4, 10, 350
19.03 seconds, 5.540407657623291, 5.501418590545654, 6.112867832183838, 4, 10, 400
19.27 seconds, 4.951449394226074, 4.871408462524414, 5.918543815612793, 4, 10, 450
19.61 seconds, 5.132685661315918, 5.086456775665283, 3.554382801055908, 4, 10, 500
19.73 seconds, 3.3281679153442383, 3.3506243228912354, 3.3161444664001465, 4, 11, 50
19.88 seconds, 4.032556533813477, 4.040350437164307, 4.713366508483887, 4, 11, 100
20.03 seconds, 4.434683322906494, 4.429333686828613, 3.84234356880188, 4, 11, 150
20.20 seconds, 4.842154026031494, 4.8144636154174805, 4.406994819641113, 4, 11, 200
20.38 seconds, 4.544514179229736, 4.565951824188232, 5.2383036613464355, 4, 11, 250
20.60 seconds, 5.871262550354004, 5.852668762207031, 4.396456718444824, 4, 11, 300
20.82 seconds, 5.7337727546691895, 5.707563877105713, 6.145344257354736, 4, 11, 350
21.05 seconds, 5.957204341888428, 5.902209281921387, 5.854814529418945, 4, 11, 400
21.29 seconds, 5.560795783996582, 5.497337341308594, 4.9676408767700195, 4, 11, 450
21.55 seconds, 6.365909099578857, 6.239912033081055, 7.357720851898193, 4, 11, 500
21.68 seconds, 3.5832271575927734, 3.5780980587005615, 3.2105445861816406, 4, 12, 50
21.82 seconds, 4.401930332183838, 4.402449131011963, 4.824606895446777, 4, 12, 100
21.98 seconds, 4.8212080001831055, 4.800683498382568, 4.742465972900391, 4, 12, 150
22.15 seconds, 5.478737831115723, 5.438324928283691, 5.291787624359131, 4, 12, 200
22.36 seconds, 5.332606315612793, 5.3166422843933105, 6.470565319061279, 4, 12, 250
22.57 seconds, 5.875995635986328, 5.846980094909668, 5.353009223937988, 4, 12, 300
22.79 seconds, 6.73124361038208, 6.5977253913879395, 7.308841705322266, 4, 12, 350
23.06 seconds, 6.662997722625732, 6.57671594619751, 4.5845160484313965, 4, 12, 400
23.34 seconds, 7.093533515930176, 7.049914836883545, 7.661083698272705, 4, 12, 450
23.65 seconds, 7.354981422424316, 7.269887447357178, 7.430379390716553, 4, 12, 500
23.79 seconds, 3.5549466609954834, 3.5411617755889893, 3.132911443710327, 4, 13, 50
23.95 seconds, 4.173051357269287, 4.130696773529053, 3.33646559715271, 4, 13, 100
24.12 seconds, 5.081067085266113, 5.088146686553955, 6.459452152252197, 4, 13, 150
24.29 seconds, 5.232112884521484, 5.225414276123047, 6.0724921226501465, 4, 13, 200
24.49 seconds, 5.68829870223999, 5.689776420593262, 3.9933829307556152, 4, 13, 250
24.72 seconds, 5.827408313751221, 5.803561210632324, 8.269041061401367, 4, 13, 300
24.94 seconds, 6.495161533355713, 6.408742427825928, 6.262420177459717, 4, 13, 350
25.18 seconds, 6.605912685394287, 6.548573017120361, 7.553029537200928, 4, 13, 400
25.43 seconds, 7.267776012420654, 7.123659133911133, 5.474377155303955, 4, 13, 450
25.69 seconds, 7.360342502593994, 7.2982587814331055, 8.048930168151855, 4, 13, 500
25.82 seconds, 3.5321249961853027, 3.5289018154144287, 3.1841964721679688, 4, 14, 50
25.96 seconds, 4.313953876495361, 4.306779384613037, 3.360830068588257, 4, 14, 100
26.12 seconds, 5.294332027435303, 5.233674049377441, 4.72133207321167, 4, 14, 150
26.29 seconds, 5.510244369506836, 5.516916275024414, 5.650543689727783, 4, 14, 200
26.48 seconds, 6.0729570388793945, 6.000717639923096, 4.532077789306641, 4, 14, 250
26.69 seconds, 6.184870719909668, 6.152696132659912, 6.487070560455322, 4, 14, 300
26.91 seconds, 6.575906753540039, 6.504265785217285, 5.503910541534424, 4, 14, 350
27.13 seconds, 6.994243621826172, 6.860302925109863, 7.088838577270508, 4, 14, 400
27.38 seconds, 7.2793660163879395, 7.258509159088135, 7.875400066375732, 4, 14, 450
27.64 seconds, 7.469524383544922, 7.429619789123535, 6.535061359405518, 4, 14, 500
27.77 seconds, 3.4084718227386475, 3.444948673248291, 3.4134387969970703, 4, 15, 50
27.91 seconds, 3.9660227298736572, 3.962181806564331, 2.9686362743377686, 4, 15, 100
28.07 seconds, 4.847432613372803, 4.819742679595947, 4.84087610244751, 4, 15, 150
28.24 seconds, 5.299981594085693, 5.254169464111328, 5.6783061027526855, 4, 15, 200
28.43 seconds, 5.678280830383301, 5.566689491271973, 5.81776237487793, 4, 15, 250
28.67 seconds, 6.205781936645508, 6.142969131469727, 7.0270280838012695, 4, 15, 300
28.90 seconds, 6.556948184967041, 6.529836177825928, 5.490586280822754, 4, 15, 350
29.16 seconds, 6.365797519683838, 6.330883502960205, 6.754667282104492, 4, 15, 400
29.44 seconds, 6.874369144439697, 6.7343010902404785, 4.419371128082275, 4, 15, 450
29.73 seconds, 7.607234954833984, 7.541646480560303, 8.661385536193848, 4, 15, 500
29.87 seconds, 3.78167986869812, 3.77655029296875, 4.8413405418396, 4, 16, 50
30.02 seconds, 4.380668640136719, 4.36414909362793, 4.023870944976807, 4, 16, 100
30.18 seconds, 5.009422302246094, 4.957144737243652, 5.29857873916626, 4, 16, 150
30.35 seconds, 5.74232816696167, 5.6637091636657715, 6.487617015838623, 4, 16, 200
30.56 seconds, 6.066150188446045, 5.999583721160889, 5.1616411209106445, 4, 16, 250
30.76 seconds, 6.512680530548096, 6.500602722167969, 8.253545761108398, 4, 16, 300
31.01 seconds, 6.633833885192871, 6.6002607345581055, 5.852777004241943, 4, 16, 350
31.24 seconds, 6.955374240875244, 6.9314751625061035, 7.859501838684082, 4, 16, 400
31.51 seconds, 7.494727611541748, 7.461056709289551, 5.909208297729492, 4, 16, 450
31.79 seconds, 7.469033718109131, 7.401118278503418, 9.394264221191406, 4, 16, 500
31.92 seconds, 3.5711119174957275, 3.5884382724761963, 3.6648168563842773, 4, 17, 50
32.07 seconds, 4.491175651550293, 4.458442211151123, 4.405907154083252, 4, 17, 100
32.24 seconds, 5.394185543060303, 5.359666347503662, 6.736180782318115, 4, 17, 150
32.43 seconds, 5.806215763092041, 5.729798793792725, 5.221108913421631, 4, 17, 200
32.62 seconds, 5.990752220153809, 5.958616733551025, 4.735252857208252, 4, 17, 250
32.84 seconds, 6.613277912139893, 6.5405402183532715, 5.864855766296387, 4, 17, 300
33.06 seconds, 6.710824012756348, 6.632442951202393, 5.764932155609131, 4, 17, 350
33.33 seconds, 7.3342390060424805, 7.239440441131592, 8.058185577392578, 4, 17, 400
33.61 seconds, 7.898044586181641, 7.782163143157959, 7.796478748321533, 4, 17, 450
33.92 seconds, 7.239747047424316, 7.121605396270752, 6.512048244476318, 4, 17, 500
34.05 seconds, 3.6765549182891846, 3.6577210426330566, 3.4881200790405273, 4, 18, 50
34.20 seconds, 4.56319522857666, 4.515721797943115, 3.748751163482666, 4, 18, 100
34.36 seconds, 4.98393440246582, 4.985239505767822, 3.7835922241210938, 4, 18, 150
34.55 seconds, 5.645174503326416, 5.603844165802002, 6.0778703689575195, 4, 18, 200
34.77 seconds, 6.073683738708496, 6.016719341278076, 6.3782830238342285, 4, 18, 250
34.98 seconds, 6.755157947540283, 6.638851642608643, 6.275410175323486, 4, 18, 300
35.21 seconds, 6.951811790466309, 6.838203430175781, 5.206419467926025, 4, 18, 350
35.44 seconds, 7.513562202453613, 7.4263176918029785, 5.502893924713135, 4, 18, 400
35.70 seconds, 7.591440677642822, 7.428987979888916, 8.058218955993652, 4, 18, 450
36.01 seconds, 8.236197471618652, 8.094380378723145, 7.471282482147217, 4, 18, 500
36.14 seconds, 3.5885109901428223, 3.594430685043335, 3.5504672527313232, 4, 19, 50
36.29 seconds, 4.522922992706299, 4.491247653961182, 4.561038494110107, 4, 19, 100
36.45 seconds, 5.397569179534912, 5.3562846183776855, 6.2453413009643555, 4, 19, 150
36.63 seconds, 5.942415237426758, 5.8800435066223145, 5.964593887329102, 4, 19, 200
36.83 seconds, 6.2576093673706055, 6.149084091186523, 7.267056941986084, 4, 19, 250
37.05 seconds, 6.603273391723633, 6.4446001052856445, 6.628754138946533, 4, 19, 300
37.27 seconds, 7.142219543457031, 7.137786865234375, 7.297122478485107, 4, 19, 350
37.51 seconds, 7.467103004455566, 7.316127300262451, 6.6981072425842285, 4, 19, 400
37.78 seconds, 7.7977213859558105, 7.716987609863281, 8.069214820861816, 4, 19, 450
38.05 seconds, 8.066052436828613, 7.97409200668335, 6.639891147613525, 4, 19, 500
0.40 seconds, 2.563633680343628, 2.572155714035034, 2.774073839187622, 5, 1, 50
0.54 seconds, 2.5442357063293457, 2.5540473461151123, 2.6869678497314453, 5, 1, 100
0.69 seconds, 2.588385820388794, 2.5925698280334473, 2.9800984859466553, 5, 1, 150
0.85 seconds, 2.5853610038757324, 2.592369318008423, 2.5860166549682617, 5, 1, 200
1.04 seconds, 2.5371694564819336, 2.5458261966705322, 2.4763975143432617, 5, 1, 250
1.25 seconds, 2.525019645690918, 2.5393898487091064, 2.108781337738037, 5, 1, 300
1.48 seconds, 2.528395414352417, 2.5397748947143555, 2.561034679412842, 5, 1, 350
1.71 seconds, 2.5839035511016846, 2.5886402130126953, 2.687314033508301, 5, 1, 400
1.94 seconds, 2.658787727355957, 2.6606080532073975, 2.5003457069396973, 5, 1, 450
2.22 seconds, 2.5429399013519287, 2.5561461448669434, 2.6250381469726562, 5, 1, 500
2.36 seconds, 2.657029628753662, 2.660121440887451, 2.4407882690429688, 5, 2, 50
2.51 seconds, 2.7060892581939697, 2.7108848094940186, 2.740746259689331, 5, 2, 100
2.66 seconds, 2.6709299087524414, 2.6757919788360596, 2.4838857650756836, 5, 2, 150
2.82 seconds, 2.643207311630249, 2.655794143676758, 2.622243642807007, 5, 2, 200
2.99 seconds, 2.596719264984131, 2.5997705459594727, 2.5335798263549805, 5, 2, 250
3.19 seconds, 2.5958869457244873, 2.601529598236084, 2.6288459300994873, 5, 2, 300
3.39 seconds, 2.5855062007904053, 2.5941781997680664, 2.7406423091888428, 5, 2, 350
3.61 seconds, 2.599339485168457, 2.6042308807373047, 2.25102162361145, 5, 2, 400
3.84 seconds, 2.5574944019317627, 2.558875322341919, 2.8675994873046875, 5, 2, 450
4.09 seconds, 2.5681095123291016, 2.5782339572906494, 2.3183398246765137, 5, 2, 500
4.22 seconds, 2.757765769958496, 2.7591958045959473, 2.980372905731201, 5, 3, 50
4.36 seconds, 2.679384708404541, 2.6788811683654785, 2.8644468784332275, 5, 3, 100
4.51 seconds, 2.612581968307495, 2.6198410987854004, 2.672999143600464, 5, 3, 150
4.67 seconds, 2.684981107711792, 2.6946089267730713, 2.8325750827789307, 5, 3, 200
4.85 seconds, 2.645177125930786, 2.656550645828247, 2.7685530185699463, 5, 3, 250
5.05 seconds, 2.56687331199646, 2.5827105045318604, 2.6957528591156006, 5, 3, 300
5.25 seconds, 2.679093599319458, 2.6933822631835938, 3.094303607940674, 5, 3, 350
5.47 seconds, 2.6370556354522705, 2.656268835067749, 2.6510047912597656, 5, 3, 400
5.70 seconds, 2.6616666316986084, 2.6736440658569336, 2.6784932613372803, 5, 3, 450
5.95 seconds, 2.614105463027954, 2.6263628005981445, 2.4204204082489014, 5, 3, 500
6.08 seconds, 2.809265613555908, 2.8099522590637207, 2.63600492477417, 5, 4, 50
6.22 seconds, 3.000260829925537, 3.003889799118042, 2.6372382640838623, 5, 4, 100
6.37 seconds, 2.77215576171875, 2.780932903289795, 2.490710973739624, 5, 4, 150
6.53 seconds, 2.7315921783447266, 2.7379794120788574, 3.1295697689056396, 5, 4, 200
6.71 seconds, 2.7585511207580566, 2.7623493671417236, 3.359626531600952, 5, 4, 250
6.91 seconds, 2.8797922134399414, 2.8722622394561768, 2.628253936767578, 5, 4, 300
7.12 seconds, 2.700868844985962, 2.6963307857513428, 2.7211833000183105, 5, 4, 350
7.33 seconds, 2.7709271907806396, 2.769885540008545, 2.1653079986572266, 5, 4, 400
7.58 seconds, 2.976693868637085, 2.9801249504089355, 3.0828704833984375, 5, 4, 450
7.84 seconds, 2.858738899230957, 2.843576431274414, 2.452989101409912, 5, 4, 500
7.98 seconds, 2.873420238494873, 2.901564836502075, 2.993626832962036, 5, 5, 50
8.12 seconds, 3.1781885623931885, 3.197739839553833, 2.853926181793213, 5, 5, 100
8.27 seconds, 2.9199235439300537, 2.922726631164551, 2.8466031551361084, 5, 5, 150
8.45 seconds, 3.0252561569213867, 3.0086638927459717, 2.686988115310669, 5, 5, 200
8.63 seconds, 2.9438230991363525, 2.946667432785034, 3.1272294521331787, 5, 5, 250
8.83 seconds, 2.928487777709961, 2.9318907260894775, 3.0604372024536133, 5, 5, 300
9.04 seconds, 2.892151117324829, 2.8971571922302246, 3.0296432971954346, 5, 5, 350
9.26 seconds, 3.058037281036377, 3.0633814334869385, 2.92946720123291, 5, 5, 400
9.51 seconds, 2.94049072265625, 2.9196271896362305, 2.4749112129211426, 5, 5, 450
9.76 seconds, 2.9577317237854004, 2.982821464538574, 2.319401502609253, 5, 5, 500
9.89 seconds, 2.914214611053467, 2.9181265830993652, 2.863682985305786, 5, 6, 50
10.03 seconds, 3.423340082168579, 3.4195492267608643, 3.2441234588623047, 5, 6, 100
10.18 seconds, 3.0332343578338623, 3.0158703327178955, 3.5009541511535645, 5, 6, 150
10.35 seconds, 3.1839816570281982, 3.2149415016174316, 2.886902332305908, 5, 6, 200
10.53 seconds, 3.2093451023101807, 3.2271268367767334, 2.7039570808410645, 5, 6, 250
10.72 seconds, 3.348409414291382, 3.378814697265625, 3.0446314811706543, 5, 6, 300
10.93 seconds, 2.916520118713379, 2.940720319747925, 3.725257158279419, 5, 6, 350
11.15 seconds, 3.210200548171997, 3.239112615585327, 2.8609955310821533, 5, 6, 400
11.40 seconds, 3.2431304454803467, 3.2290282249450684, 3.5817415714263916, 5, 6, 450
11.65 seconds, 3.2226078510284424, 3.230687141418457, 2.821986436843872, 5, 6, 500
11.78 seconds, 2.7773849964141846, 2.791365385055542, 2.975811004638672, 5, 7, 50
11.92 seconds, 2.949599504470825, 2.9563190937042236, 2.6054790019989014, 5, 7, 100
12.07 seconds, 3.016679048538208, 3.026069164276123, 3.814192295074463, 5, 7, 150
12.25 seconds, 3.684704065322876, 3.6771416664123535, 4.94148588180542, 5, 7, 200
12.44 seconds, 3.2809274196624756, 3.297389030456543, 3.0552587509155273, 5, 7, 250
12.64 seconds, 3.039254665374756, 3.041419267654419, 2.666451930999756, 5, 7, 300
12.85 seconds, 2.9231882095336914, 2.930420160293579, 3.0248119831085205, 5, 7, 350
13.08 seconds, 3.478208065032959, 3.465709924697876, 3.634488105773926, 5, 7, 400
13.33 seconds, 3.5747287273406982, 3.572000741958618, 3.021900177001953, 5, 7, 450
13.60 seconds, 3.675583839416504, 3.682603597640991, 3.1589436531066895, 5, 7, 500
13.73 seconds, 3.3326656818389893, 3.343614339828491, 3.7587621212005615, 5, 8, 50
13.87 seconds, 3.6776063442230225, 3.6972920894622803, 4.262554168701172, 5, 8, 100
14.02 seconds, 4.183526039123535, 4.198192119598389, 4.5685882568359375, 5, 8, 150
14.19 seconds, 3.935088634490967, 3.977773666381836, 4.3292646408081055, 5, 8, 200
14.38 seconds, 3.9984185695648193, 3.987053155899048, 4.153942584991455, 5, 8, 250
14.58 seconds, 4.486746788024902, 4.4628400802612305, 3.7634599208831787, 5, 8, 300
14.80 seconds, 4.283998489379883, 4.275475978851318, 4.099992752075195, 5, 8, 350
15.02 seconds, 4.329838752746582, 4.324975967407227, 3.590703010559082, 5, 8, 400
15.27 seconds, 4.223272800445557, 4.2701005935668945, 3.9267380237579346, 5, 8, 450
15.53 seconds, 5.007412433624268, 5.0113959312438965, 5.914499282836914, 5, 8, 500
15.66 seconds, 3.437077760696411, 3.447765588760376, 3.9633328914642334, 5, 9, 50
15.80 seconds, 3.904548168182373, 3.9014973640441895, 4.004125118255615, 5, 9, 100
15.95 seconds, 4.618409156799316, 4.597535133361816, 4.362312316894531, 5, 9, 150
16.12 seconds, 4.3524651527404785, 4.363959789276123, 4.451876640319824, 5, 9, 200
16.31 seconds, 4.60714864730835, 4.611651420593262, 3.092153549194336, 5, 9, 250
16.51 seconds, 4.985060691833496, 4.938985824584961, 3.881335973739624, 5, 9, 300
16.74 seconds, 5.228886127471924, 5.154298782348633, 4.715088367462158, 5, 9, 350
17.00 seconds, 4.657140254974365, 4.648036003112793, 5.900605201721191, 5, 9, 400
17.29 seconds, 5.67281436920166, 5.702175140380859, 5.608754634857178, 5, 9, 450
17.59 seconds, 5.777009963989258, 5.800480842590332, 6.735245227813721, 5, 9, 500
17.72 seconds, 3.358504056930542, 3.3494081497192383, 4.305442810058594, 5, 10, 50
17.87 seconds, 4.201604843139648, 4.217823505401611, 5.226255416870117, 5, 10, 100
18.04 seconds, 4.4660234451293945, 4.4585371017456055, 2.7999038696289062, 5, 10, 150
18.23 seconds, 4.602602958679199, 4.636604309082031, 4.389502048492432, 5, 10, 200
18.46 seconds, 4.708209991455078, 4.709609031677246, 4.017993927001953, 5, 10, 250
18.66 seconds, 5.03877067565918, 5.021806716918945, 5.652401924133301, 5, 10, 300
18.88 seconds, 5.384894847869873, 5.417028903961182, 5.314336776733398, 5, 10, 350
19.10 seconds, 5.066943645477295, 5.087841987609863, 5.428933143615723, 5, 10, 400
19.35 seconds, 5.381103992462158, 5.366349697113037, 4.14675235748291, 5, 10, 450
19.61 seconds, 5.9522786140441895, 5.869160175323486, 5.734424591064453, 5, 10, 500
19.74 seconds, 3.2287039756774902, 3.26127290725708, 2.8912148475646973, 5, 11, 50
19.88 seconds, 3.7667012214660645, 3.803065776824951, 3.8996453285217285, 5, 11, 100
20.04 seconds, 4.016685962677002, 4.028606414794922, 4.180211067199707, 5, 11, 150
20.21 seconds, 4.814937591552734, 4.800740718841553, 5.220358371734619, 5, 11, 200
20.39 seconds, 5.195790767669678, 5.16258430480957, 6.196230411529541, 5, 11, 250
20.59 seconds, 5.497178554534912, 5.482854843139648, 4.696863174438477, 5, 11, 300
20.81 seconds, 5.2746195793151855, 5.320311069488525, 4.559957504272461, 5, 11, 350
21.04 seconds, 5.5967559814453125, 5.631679058074951, 6.07026481628418, 5, 11, 400
21.28 seconds, 5.707963466644287, 5.687760829925537, 4.633812427520752, 5, 11, 450
21.54 seconds, 5.995880126953125, 5.992119789123535, 7.227209568023682, 5, 11, 500
21.67 seconds, 3.3593389987945557, 3.362910747528076, 3.856034994125366, 5, 12, 50
21.82 seconds, 4.242783546447754, 4.239644527435303, 3.9144952297210693, 5, 12, 100
21.97 seconds, 4.547346591949463, 4.548562049865723, 4.497433185577393, 5, 12, 150
22.14 seconds, 5.131886959075928, 5.106634140014648, 4.98889684677124, 5, 12, 200
22.33 seconds, 5.7750678062438965, 5.726269721984863, 6.1578569412231445, 5, 12, 250
22.54 seconds, 5.736312389373779, 5.798754692077637, 4.956237316131592, 5, 12, 300
22.76 seconds, 6.0673322677612305, 6.0236005783081055, 4.879323959350586, 5, 12, 350
22.99 seconds, 6.280013561248779, 6.235599040985107, 5.333294868469238, 5, 12, 400
23.24 seconds, 6.360519886016846, 6.373929500579834, 6.572351455688477, 5, 12, 450
23.50 seconds, 7.049652576446533, 6.93195104598999, 4.507604598999023, 5, 12, 500
23.64 seconds, 3.379027843475342, 3.375763177871704, 3.0431175231933594, 5, 13, 50
23.78 seconds, 4.01305627822876, 4.013452529907227, 5.2879414558410645, 5, 13, 100
23.94 seconds, 4.802918434143066, 4.800714492797852, 5.121126174926758, 5, 13, 150
24.11 seconds, 5.070406436920166, 5.049951076507568, 4.020634174346924, 5, 13, 200
24.30 seconds, 5.650940418243408, 5.648029804229736, 6.163240432739258, 5, 13, 250
24.51 seconds, 5.441399097442627, 5.3408684730529785, 4.124754428863525, 5, 13, 300
24.73 seconds, 6.068879127502441, 6.034317493438721, 6.191187858581543, 5, 13, 350
24.96 seconds, 6.168643474578857, 6.145410060882568, 6.447804927825928, 5, 13, 400
25.21 seconds, 6.333611488342285, 6.299260139465332, 5.249892711639404, 5, 13, 450
25.48 seconds, 6.817455768585205, 6.76548433303833, 6.441058158874512, 5, 13, 500
25.61 seconds, 3.37876033782959, 3.3928658962249756, 3.717346668243408, 5, 14, 50
25.75 seconds, 4.12994384765625, 4.125997543334961, 3.5176758766174316, 5, 14, 100
25.91 seconds, 4.615334987640381, 4.598618507385254, 4.30462646484375, 5, 14, 150
26.08 seconds, 5.256795883178711, 5.250912666320801, 4.827179908752441, 5, 14, 200
26.28 seconds, 5.446199893951416, 5.410311222076416, 5.608100414276123, 5, 14, 250
26.50 seconds, 5.648854732513428, 5.65661096572876, 4.494482517242432, 5, 14, 300
26.72 seconds, 6.197615146636963, 6.178258419036865, 6.928539752960205, 5, 14, 350
26.99 seconds, 6.320291996002197, 6.3225932121276855, 7.001099586486816, 5, 14, 400
27.28 seconds, 6.38346004486084, 6.270384788513184, 6.533200263977051, 5, 14, 450
27.59 seconds, 6.9449663162231445, 6.924744606018066, 6.501607894897461, 5, 14, 500
27.72 seconds, 3.2606112957000732, 3.256769895553589, 2.96919846534729, 5, 15, 50
27.88 seconds, 3.770232915878296, 3.7941219806671143, 3.8764960765838623, 5, 15, 100
28.06 seconds, 4.5755085945129395, 4.567915916442871, 5.507334232330322, 5, 15, 150
28.25 seconds, 4.897065162658691, 4.903900146484375, 4.248908996582031, 5, 15, 200
28.48 seconds, 4.909709930419922, 4.915075302124023, 4.056359767913818, 5, 15, 250
28.68 seconds, 5.177708625793457, 5.143777847290039, 3.828098773956299, 5, 15, 300
28.92 seconds, 5.312793254852295, 5.27251672744751, 5.862135887145996, 5, 15, 350
29.17 seconds, 5.879610061645508, 5.874678134918213, 3.6637651920318604, 5, 15, 400
29.47 seconds, 6.5788397789001465, 6.557416915893555, 5.4315900802612305, 5, 15, 450
29.76 seconds, 6.576481342315674, 6.581645965576172, 6.643117427825928, 5, 15, 500
29.90 seconds, 3.5214898586273193, 3.5250308513641357, 2.934755802154541, 5, 16, 50
30.07 seconds, 4.099821090698242, 4.083684921264648, 3.7038674354553223, 5, 16, 100
30.25 seconds, 4.601077079772949, 4.607734203338623, 4.631468296051025, 5, 16, 150
30.44 seconds, 4.679222583770752, 4.699252128601074, 7.196225166320801, 5, 16, 200
30.63 seconds, 5.593227386474609, 5.551960468292236, 7.159341335296631, 5, 16, 250
30.84 seconds, 5.569571018218994, 5.457759380340576, 8.222827911376953, 5, 16, 300
31.06 seconds, 5.935372352600098, 5.91563081741333, 8.951220512390137, 5, 16, 350
31.30 seconds, 6.071060657501221, 6.088920593261719, 5.485564708709717, 5, 16, 400
31.55 seconds, 6.929162502288818, 6.895383834838867, 8.166303634643555, 5, 16, 450
31.83 seconds, 6.513845443725586, 6.443337440490723, 4.488039016723633, 5, 16, 500
